7030,0.41084916456855114
60c0,0.3545433737697414
8080,0.47058823529411764
7010,0.41039139391165025
60,0.35294117647058826
c0b0,0.7644769970244907
e0b0,0.8816662851911192
e030,0.8796063172350652
c050,0.7628747997253376
b0b0,0.7058823529411765
6080,0.35339894712748915
70,0.4117647058823529
60d0,0.3547722590981918
d010,0.82055390249485
9080,0.5291828793774319
c0,0.7647058823529411
7040,0.4110780498970016
9010,0.5275806820782788
7020,0.4106202792401007
90,0.5294117647058824
6040,0.35248340581368737
7060,0.4115358205539025
f0c0,0.940489814602884
60b0,0.35431448844129093
c0a0,0.7642481116960402
c030,0.7624170290684367
8060,0.47013046463721675
7050,0.41130693522545203
6050,0.3527122911421378
6010,0.35179674982833603
c010,0.7619592584115358
c040,0.7626459143968871
c020,0.7621881437399862
b0,0.7058823529411765
b030,0.7038223849851225
