id,category,price
1613885244,0.41084916456855114,0
1621240610,0.3545433737697414,1000
1621241271,0.3545433737697414,1500
1621241736,0.3545433737697414,1000
1621313733,0.3545433737697414,1500
1621312470,0.3545433737697414,1500
1621323531,0.3545433737697414,1000
1621323935,0.3545433737697414,1000
1626160419,0.47058823529411764,0
1626160978,0.47058823529411764,0
1625729445,0.47058823529411764,0
1624936495,0.41039139391165025,0
1623660578,0.35294117647058826,0
1625100336,0.7644769970244907,0
1623228367,0.3545433737697414,1500
1623228941,0.3545433737697414,1000
1623229471,0.3545433737697414,1000
1623229766,0.3545433737697414,1000
1623229943,0.3545433737697414,1000
1623230138,0.3545433737697414,1500
1626076297,0.8816662851911192,0
1626076223,0.8796063172350652,0
1626076128,0.3545433737697414,0
1623659997,0.7628747997253376,37400
1623820809,0.8796063172350652,400
1623832557,0.8796063172350652,1320
1623833205,0.8796063172350652,1320
1623833471,0.8796063172350652,1320
1623909471,0.7058823529411765,14550
1624526079,0.3545433737697414,0
1625034849,0.35339894712748915,0
1625035200,0.4117647058823529,0
1625035613,0.4117647058823529,0
1625035792,0.35294117647058826,0
1625036503,0.4117647058823529,0
1625037161,0.4117647058823529,0
1625037444,0.4117647058823529,0
1625037592,0.4117647058823529,0
1625126725,0.3547722590981918,0
1625126856,0.3547722590981918,0
1625126967,0.82055390249485,0
1625127162,0.5291828793774319,0
1625129614,0.35294117647058826,0
1625212220,0.41039139391165025,0
1625129791,0.35294117647058826,0
1625130175,0.4117647058823529,0
1625130419,0.7647058823529411,0
1625183366,0.4110780498970016,0
1625212314,0.5275806820782788,0
1625212462,0.41084916456855114,0
1625212545,0.5291828793774319,0
1625212658,0.4106202792401007,0
1625212753,0.5275806820782788,0
1625449605,0.5294117647058824,0
1625449771,0.35294117647058826,0
1625449975,0.41039139391165025,0
1625450280,0.35294117647058826,0
1625450629,0.35294117647058826,0
1625450845,0.35294117647058826,0
1625451434,0.35294117647058826,0
1625451748,0.4117647058823529,0
1625470386,0.3547722590981918,0
1625470861,0.8816662851911192,0
1625471248,0.3545433737697414,1000
1625471532,0.35248340581368737,0
1625471475,0.7644769970244907,0
1625472229,0.5291828793774319,0
1625472346,0.4115358205539025,0
1625472444,0.940489814602884,0
1625472528,0.41039139391165025,0
1625472620,0.41039139391165025,0
1625557271,0.35431448844129093,0
1625559254,0.7642481116960402,0
1625559565,0.7624170290684367,0
1625644759,0.47013046463721675,0
1625644858,0.3545433737697414,0
1625644953,0.41130693522545203,0
1625645045,0.5275806820782788,0
1625708253,0.35294117647058826,0
1625708525,0.3527122911421378,0
1625710160,0.3545433737697414,0
1625709922,0.35294117647058826,0
1625711286,0.35294117647058826,0
1625710521,0.35179674982833603,0
1625711504,0.35294117647058826,0
1625711052,0.35294117647058826,0
1626160591,0.47058823529411764,0
1626160672,0.47058823529411764,0
1625731545,0.7058823529411765,0
1625731359,0.47058823529411764,0
1625731635,0.7058823529411765,0
1625731643,0.47058823529411764,0
1625731720,0.35431448844129093,0
1625731754,0.47058823529411764,0
1625731789,0.3547722590981918,0
1625731874,0.3547722590981918,0
1625810513,0.7644769970244907,0
1625810782,0.35294117647058826,0
1625811029,0.3545433737697414,0
1625811746,0.35294117647058826,0
1625812333,0.7619592584115358,0
1625812628,0.41039139391165025,0
1625812792,0.3545433737697414,0
1625813154,0.3545433737697414,0
1625813785,0.3545433737697414,0
1625814055,0.7626459143968871,0
1625814282,0.7621881437399862,0
1625814422,0.7626459143968871,0
1625816396,0.8796063172350652,0
1625816593,0.7058823529411765,0
1625818069,0.47013046463721675,0
1625818154,0.41084916456855114,0
1625818227,0.4115358205539025,0
1625818298,0.3545433737697414,0
1625818356,0.3545433737697414,0
1626160172,0.47058823529411764,0
1626160249,0.47058823529411764,0
1626076372,0.47013046463721675,0
1626076472,0.7038223849851225,0
1626138504,0.3545433737697414,1500
1626160329,0.47058823529411764,0
