age,gender,category,price,item_id
10,0,0.41084916456855114,0,1613885244
10,0,0.3545433737697414,1000,1621240610
10,0,0.3545433737697414,1500,1621241271
10,0,0.3545433737697414,1000,1621241736
10,0,0.3545433737697414,1500,1621313733
10,0,0.3545433737697414,1500,1621312470
10,0,0.3545433737697414,1000,1621323531
10,0,0.3545433737697414,1000,1621323935
10,0,0.47058823529411764,0,1626160419
10,0,0.47058823529411764,0,1626160978
10,0,0.47058823529411764,0,1625729445
10,0,0.41039139391165025,0,1624936495
10,0,0.35294117647058826,0,1623660578
10,0,0.7644769970244907,0,1625100336
10,0,0.3545433737697414,1500,1623228367
10,0,0.3545433737697414,1000,1623228941
10,0,0.3545433737697414,1000,1623229471
10,0,0.3545433737697414,1000,1623229766
10,0,0.3545433737697414,1000,1623229943
10,0,0.3545433737697414,1500,1623230138
10,0,0.8816662851911192,0,1626076297
10,0,0.8796063172350652,0,1626076223
10,0,0.3545433737697414,0,1626076128
10,0,0.7628747997253376,37400,1623659997
10,0,0.8796063172350652,400,1623820809
10,0,0.8796063172350652,1320,1623832557
10,0,0.8796063172350652,1320,1623833205
10,0,0.8796063172350652,1320,1623833471
10,0,0.7058823529411765,14550,1623909471
10,0,0.3545433737697414,0,1624526079
10,0,0.35339894712748915,0,1625034849
10,0,0.4117647058823529,0,1625035200
10,0,0.4117647058823529,0,1625035613
10,0,0.35294117647058826,0,1625035792
10,0,0.4117647058823529,0,1625036503
10,0,0.4117647058823529,0,1625037161
10,0,0.4117647058823529,0,1625037444
10,0,0.4117647058823529,0,1625037592
10,0,0.3547722590981918,0,1625126725
10,0,0.3547722590981918,0,1625126856
10,0,0.82055390249485,0,1625126967
10,0,0.5291828793774319,0,1625127162
10,0,0.35294117647058826,0,1625129614
10,0,0.41039139391165025,0,1625212220
10,0,0.35294117647058826,0,1625129791
10,0,0.4117647058823529,0,1625130175
10,0,0.7647058823529411,0,1625130419
10,0,0.4110780498970016,0,1625183366
10,0,0.5275806820782788,0,1625212314
10,0,0.41084916456855114,0,1625212462
10,0,0.5291828793774319,0,1625212545
10,0,0.4106202792401007,0,1625212658
10,0,0.5275806820782788,0,1625212753
10,0,0.5294117647058824,0,1625449605
10,0,0.35294117647058826,0,1625449771
10,0,0.41039139391165025,0,1625449975
10,0,0.35294117647058826,0,1625450280
10,0,0.35294117647058826,0,1625450629
10,0,0.35294117647058826,0,1625450845
10,0,0.35294117647058826,0,1625451434
10,0,0.4117647058823529,0,1625451748
10,0,0.3547722590981918,0,1625470386
10,0,0.8816662851911192,0,1625470861
10,0,0.3545433737697414,1000,1625471248
10,0,0.35248340581368737,0,1625471532
10,0,0.7644769970244907,0,1625471475
10,0,0.5291828793774319,0,1625472229
10,0,0.4115358205539025,0,1625472346
10,0,0.940489814602884,0,1625472444
10,0,0.41039139391165025,0,1625472528
10,0,0.41039139391165025,0,1625472620
10,0,0.35431448844129093,0,1625557271
10,0,0.7642481116960402,0,1625559254
10,0,0.7624170290684367,0,1625559565
10,0,0.47013046463721675,0,1625644759
10,0,0.3545433737697414,0,1625644858
10,0,0.41130693522545203,0,1625644953
10,0,0.5275806820782788,0,1625645045
10,0,0.35294117647058826,0,1625708253
10,0,0.3527122911421378,0,1625708525
10,0,0.3545433737697414,0,1625710160
